episode,potions_used,moving_avg_potions_used,min_potions_used_so_far,unique_combos_used
77367,5593,5566.1,5442,136
77368,5570,5565.86,5442,135
77369,5565,5566.3,5442,152
77370,5475,5565.18,5442,144
77371,5562,5564.46,5442,144
77372,5533,5565.18,5442,144
77373,5576,5566.04,5442,152
77374,5536,5566.38,5442,141
77375,5621,5566.6,5442,134
77376,5579,5565.64,5442,131
77377,5534,5565.22,5442,130
77378,5618,5567.34,5442,141
77379,5620,5566.62,5442,133
77380,5536,5566.72,5442,136
77381,5563,5567.48,5442,145
77382,5611,5569.08,5442,151
77383,5516,5567.4,5442,135
77384,5548,5566.68,5442,148
77385,5561,5566.5,5442,135
77386,5559,5566.42,5442,145
77387,5512,5563.72,5442,140
77388,5510,5562.7,5442,135
77389,5517,5560.36,5442,137
77390,5636,5560.58,5442,156
77391,5538,5559.82,5442,133
77392,5519,5560.8,5442,146
77393,5511,5560.16,5442,149
77394,5507,5559.76,5442,144
77395,5510,5558.8,5442,142
77396,5503,5558.36,5442,149
77397,5548,5558.6,5442,142
77398,5573,5556.06,5442,139
77399,5472,5554.62,5442,141
77400,5626,5557.04,5442,139
77401,5608,5557.32,5442,145
77402,5602,5554.36,5442,148
77403,5558,5554.56,5442,149
77404,5608,5554.74,5442,139
77405,5542,5554.38,5442,149
77406,5562,5555.14,5442,146
77407,5566,5554.88,5442,152
77408,5563,5556.2,5442,139
77409,5568,5555.36,5442,148
77410,5496,5553.38,5442,149
77411,5516,5552.66,5442,139
77412,5566,5553.28,5442,138
77413,5581,5554.04,5442,138
77414,5499,5553.34,5442,152
77415,5489,5552.68,5442,145
77416,5550,5552.64,5442,142
77417,5594,5552.66,5442,141
77418,5549,5552.24,5442,133
77419,5554,5552.02,5442,137
77420,5575,5554.02,5442,134
77421,5543,5553.64,5442,134
77422,5548,5553.94,5442,142
77423,5578,5553.98,5442,139
77424,5539,5554.04,5442,150
77425,5595,5553.52,5442,132
77426,5547,5552.88,5442,142
77427,5589,5553.98,5442,143
77428,5501,5551.64,5442,135
77429,5590,5551.04,5442,143
77430,5609,5552.5,5442,135
77431,5545,5552.14,5442,136
77432,5656,5553.04,5442,150
77433,5584,5554.4,5442,137
77434,5564,5554.72,5442,143
77435,5526,5554.02,5442,150
77436,5544,5553.72,5442,154
77437,5503,5553.54,5442,139
77438,5560,5554.54,5442,136
77439,5517,5554.54,5442,151
77440,5607,5553.96,5442,125
77441,5551,5554.22,5442,145
77442,5598,5555.8,5442,136
77443,5583,5557.24,5442,132
77444,5486,5556.82,5442,147
77445,5626,5559.14,5442,148
77446,5526,5559.6,5442,149
77447,5557,5559.78,5442,150
77448,5521,5558.74,5442,149
77449,5569,5560.68,5442,150
77450,5555,5559.26,5442,137
77451,5578,5558.66,5442,148
77452,5461,5555.84,5442,149
77453,5537,5555.42,5442,134
77454,5584,5554.94,5442,136
77455,5501,5554.12,5442,131
77456,5614,5555.16,5442,140
77457,5635,5556.54,5442,152
77458,5587,5557.02,5442,129
77459,5604,5557.74,5442,142
77460,5512,5558.06,5442,132
77461,5652,5560.78,5442,138
77462,5664,5562.74,5442,138
77463,5621,5563.54,5442,137
77464,5569,5564.94,5442,127
77465,5529,5565.74,5442,137
77466,5567,5566.08,5442,144
77467,5547,5565.14,5442,144
77468,5589,5565.94,5442,151
77469,5554,5565.94,5442,134
77470,5542,5565.28,5442,141
77471,5479,5564,5442,156
77472,5531,5563.66,5442,151
77473,5481,5561.72,5442,144
77474,5563,5562.2,5442,144
77475,5501,5560.32,5442,140
77476,5625,5561.88,5442,134
77477,5526,5560.62,5442,143
77478,5500,5560.6,5442,138
77479,5546,5559.72,5442,145
77480,5548,5558.5,5442,143
77481,5545,5558.5,5442,133
77482,5527,5555.92,5442,148
77483,5501,5554.26,5442,147
77484,5550,5553.98,5442,151
77485,5510,5553.66,5442,137
77486,5496,5552.7,5442,155
77487,5491,5552.46,5442,139
77488,5533,5551.92,5442,141
77489,5568,5552.94,5442,161
77490,5586,5552.52,5442,144
77491,5545,5552.4,5442,130
77492,5631,5553.06,5442,143
77493,5597,5553.34,5442,142
77494,5556,5554.74,5442,143
77495,5567,5553.56,5442,130
77496,5536,5553.76,5442,133
77497,5499,5552.6,5442,140
77498,5561,5553.4,5442,139
77499,5546,5552.94,5442,147
77500,5502,5551.88,5442,131
77501,5594,5552.2,5442,151
77502,5572,5554.42,5442,138
77503,5709,5557.86,5442,134
77504,5553,5557.24,5442,136
77505,5555,5558.32,5442,142
77506,5528,5556.6,5442,127
77507,5578,5555.46,5442,140
77508,5561,5554.94,5442,143
77509,5620,5555.26,5442,141
77510,5473,5554.48,5442,138
77511,5518,5551.8,5442,149
77512,5540,5549.32,5442,134
77513,5549,5547.88,5442,138
77514,5572,5547.94,5442,155
77515,5631,5549.98,5442,139
77516,5522,5549.08,5442,142
77517,5591,5549.96,5442,139
77518,5546,5549.1,5442,136
77519,5529,5548.6,5442,149
77520,5598,5549.72,5442,131
77521,5629,5552.72,5442,135
77522,5545,5553,5442,147
77523,5571,5554.8,5442,139
77524,5575,5555.04,5442,138
77525,5525,5555.52,5442,144
77526,5564,5554.3,5442,153
77527,5536,5554.5,5442,137
77528,5610,5556.7,5442,142
77529,5597,5557.72,5442,128
77530,5542,5557.6,5442,134
77531,5542,5557.54,5442,144
77532,5478,5556.56,5442,143
77533,5524,5557.02,5442,140
77534,5506,5556.14,5442,141
77535,5553,5557,5442,156
77536,5556,5558.2,5442,143
77537,5525,5558.88,5442,144
77538,5644,5561.1,5442,134
77539,5561,5560.96,5442,141
77540,5577,5560.78,5442,143
77541,5575,5561.38,5442,142
77542,5600,5560.76,5442,136
77543,5631,5561.44,5442,144
77544,5514,5560.6,5442,144
77545,5612,5561.5,5442,144
77546,5581,5562.4,5442,147
77547,5494,5562.3,5442,152
77548,5503,5561.14,5442,134
77549,5667,5563.56,5442,148
77550,5515,5563.82,5442,130
77551,5513,5562.2,5442,139
77552,5617,5563.1,5442,158
77553,5612,5561.16,5442,129
77554,5526,5560.62,5442,140
77555,5608,5561.68,5442,153
77556,5532,5561.76,5442,147
77557,5540,5561,5442,143
77558,5571,5561.2,5442,148
77559,5534,5559.48,5442,140
77560,5594,5561.9,5442,145
77561,5574,5563.02,5442,139
77562,5532,5562.86,5442,152
77563,5676,5565.4,5442,145
77564,5534,5564.64,5442,145
77565,5558,5563.18,5442,146
77566,5574,5564.22,5442,131
77567,5567,5563.74,5442,157
77568,5541,5563.64,5442,133
77569,5644,5565.94,5442,144
77570,5514,5564.26,5442,148
77571,5579,5563.26,5442,162
77572,5527,5562.9,5442,130
77573,5489,5561.26,5442,135
77574,5590,5561.56,5442,140
77575,5601,5563.08,5442,131
77576,5551,5562.82,5442,143
77577,5521,5562.52,5442,142
77578,5509,5560.5,5442,148
77579,5486,5558.28,5442,133
77580,5553,5558.5,5442,137
77581,5559,5558.84,5442,152
77582,5561,5560.5,5442,136
77583,5574,5561.5,5442,132
77584,5603,5563.44,5442,142
77585,5552,5563.42,5442,144
77586,5513,5562.56,5442,158
77587,5597,5564,5442,149
77588,5544,5562,5442,152
77589,5485,5560.48,5442,151
77590,5511,5559.16,5442,144
77591,5673,5561.12,5442,145
77592,5608,5561.28,5442,133
77593,5506,5558.78,5442,145
77594,5513,5558.76,5442,140
77595,5507,5556.66,5442,134
77596,5498,5555,5442,139
77597,5497,5555.06,5442,140
77598,5480,5554.6,5442,141
77599,5677,5554.8,5442,148
77600,5586,5556.22,5442,149
77601,5567,5557.3,5442,142
77602,5607,5557.1,5442,141
77603,5611,5557.08,5442,137
77604,5550,5557.56,5442,143
77605,5550,5556.4,5442,143
77606,5532,5556.4,5442,141
77607,5575,5557.1,5442,144
77608,5585,5557.38,5442,138
77609,5552,5557.74,5442,146
77610,5635,5558.56,5442,149
77611,5520,5557.48,5442,139
77612,5558,5558,5442,156
77613,5588,5556.24,5442,135
77614,5506,5555.68,5442,135
77615,5569,5555.9,5442,133
77616,5521,5554.84,5442,139
77617,5536,5554.22,5442,156
77618,5520,5553.8,5442,151
77619,5534,5551.6,5442,134
77620,5575,5552.82,5442,134
77621,5548,5552.2,5442,147
77622,5508,5551.82,5442,137
77623,5544,5552.92,5442,141
77624,5550,5552.12,5442,134
77625,5533,5550.76,5442,140
77626,5530,5550.34,5442,159
77627,5592,5551.76,5442,139
77628,5551,5552.6,5442,141
77629,5576,5554.4,5442,150
77630,5534,5554.02,5442,144
77631,5547,5553.78,5442,147
77632,5501,5552.58,5442,140
77633,5623,5553.56,5442,146
77634,5584,5553.18,5442,144
77635,5579,5553.72,5442,139
77636,5581,5555.08,5442,144
77637,5520,5553.54,5442,149
77638,5482,5552.3,5442,137
77639,5514,5552.88,5442,151
77640,5569,5554.04,5442,141
77641,5653,5553.64,5442,130
77642,5601,5553.5,5442,140
77643,5559,5554.56,5442,148
77644,5463,5553.56,5442,137
77645,5546,5554.34,5442,156
77646,5528,5554.94,5442,145
77647,5549,5555.98,5442,144
77648,5579,5557.96,5442,146
77649,5563,5555.68,5442,129
77650,5562,5555.2,5442,134
77651,5561,5555.08,5442,147
77652,5558,5554.1,5442,150
77653,5537,5552.62,5442,141
77654,5557,5552.76,5442,132
77655,5581,5553.38,5442,145
77656,5552,5553.78,5442,140
77657,5526,5552.8,5442,139
77658,5591,5552.92,5442,139
77659,5534,5552.56,5442,141
77660,5512,5550.1,5442,149
77661,5466,5549.02,5442,139
77662,5538,5548.62,5442,141
77663,5596,5548.78,5442,147
77664,5582,5550.3,5442,136
77665,5505,5549.02,5442,146
77666,5536,5549.32,5442,147
77667,5556,5549.72,5442,138
77668,5635,5552.02,5442,139
77669,5497,5551.28,5442,156
77670,5539,5550.56,5442,139
77671,5524,5550.08,5442,129
77672,5504,5550,5442,137
77673,5541,5549.94,5442,139
77674,5562,5550.18,5442,139
77675,5573,5550.98,5442,133
77676,5670,5553.78,5442,141
77677,5601,5553.96,5442,137
77678,5595,5554.84,5442,135
77679,5513,5553.58,5442,141
77680,5568,5554.26,5442,149
77681,5491,5553.14,5442,139
77682,5555,5554.22,5442,146
77683,5466,5551.08,5442,146
77684,5550,5550.4,5442,138
77685,5566,5550.14,5442,137
77686,5558,5549.68,5442,143
77687,5489,5549.06,5442,139
77688,5446,5548.34,5442,143
77689,5520,5548.46,5442,139
77690,5611,5549.3,5442,149
77691,5510,5546.44,5442,142
77692,5584,5546.1,5442,146
77693,5512,5545.16,5442,140
77694,5548,5546.86,5442,150
77695,5593,5547.8,5442,142
77696,5568,5548.6,5442,139
77697,5520,5548.02,5442,138
77698,5530,5547.04,5442,135
77699,5633,5548.44,5442,154
77700,5516,5547.52,5442,152
77701,5582,5547.94,5442,148
77702,5519,5547.16,5442,148
77703,5623,5548.88,5442,147
77704,5549,5548.72,5442,148
77705,5560,5548.3,5442,149
77706,5564,5548.54,5442,152
77707,5531,5548.64,5442,146
77708,5599,5548.8,5442,151
77709,5516,5548.44,5442,144
77710,5602,5550.24,5442,135
77711,5575,5552.42,5442,142
77712,5579,5553.24,5442,143
77713,5531,5551.94,5442,161
77714,5568,5551.66,5442,153
77715,5682,5555.2,5442,148
77716,5480,5554.08,5442,130
77717,5573,5554.42,5442,134
77718,5596,5553.64,5442,142
77719,5613,5555.96,5442,145
77720,5537,5555.92,5442,145
77721,5503,5555.5,5442,146
77722,5581,5557.04,5442,148
77723,5557,5557.36,5442,141
77724,5499,5556.1,5442,142
77725,5552,5555.68,5442,137
77726,5597,5554.22,5442,154
77727,5563,5553.46,5442,143
77728,5536,5552.28,5442,138
77729,5558,5553.18,5442,144
77730,5609,5554,5442,147
77731,5629,5556.76,5442,144
77732,5522,5556.1,5442,142
77733,5610,5558.98,5442,143
77734,5569,5559.36,5442,138
77735,5567,5559.38,5442,146
77736,5447,5557.16,5442,148
77737,5491,5557.2,5442,141
77738,5567,5559.62,5442,144
77739,5524,5559.7,5442,143
77740,5593,5559.34,5442,142
77741,5566,5560.46,5442,142
77742,5547,5559.72,5442,140
77743,5582,5561.12,5442,149
77744,5564,5561.44,5442,142
77745,5517,5559.92,5442,144
77746,5520,5558.96,5442,144
77747,5554,5559.64,5442,144
77748,5510,5559.24,5442,145
77749,5491,5556.4,5442,140
77750,5519,5556.46,5442,140
77751,5572,5556.26,5442,141
77752,5589,5557.66,5442,147
77753,5528,5555.76,5442,142
77754,5614,5557.06,5442,145
77755,5532,5556.5,5442,141
77756,5502,5555.26,5442,137
77757,5526,5555.16,5442,147
77758,5579,5554.76,5442,149
77759,5598,5556.4,5442,146
77760,5505,5554.46,5442,139
77761,5516,5553.28,5442,140
77762,5539,5552.48,5442,129
77763,5599,5553.84,5442,129
77764,5553,5553.54,5442,143
77765,5556,5551.02,5442,139
77766,5596,5553.34,5442,147
77767,5567,5553.22,5442,136
77768,5554,5552.38,5442,138
77769,5541,5550.94,5442,145
77770,5634,5552.88,5442,131
77771,5556,5553.94,5442,154
77772,5568,5553.68,5442,122
77773,5621,5554.96,5442,135
77774,5548,5555.94,5442,144
77775,5595,5556.8,5442,137
77776,5539,5555.64,5442,136
77777,5663,5557.64,5442,130
77778,5512,5557.16,5442,148
77779,5536,5556.72,5442,134
77780,5658,5557.7,5442,150
77781,5518,5555.48,5442,142
77782,5559,5556.22,5442,142
77783,5542,5554.86,5442,138
77784,5607,5555.62,5442,144
77785,5495,5554.18,5442,142
77786,5533,5555.9,5442,137
77787,5513,5556.34,5442,143
77788,5585,5556.7,5442,133
77789,5523,5556.68,5442,146
77790,5558,5555.98,5442,160
77791,5556,5555.78,5442,138
77792,5685,5558.54,5442,137
77793,5589,5558.68,5442,134
77794,5534,5558.08,5442,142
77795,5451,5556.76,5442,147
77796,5595,5558.26,5442,138
77797,5540,5557.98,5442,128
77798,5614,5560.06,5442,150
77799,5597,5562.18,5442,142
77800,5578,5563.36,5442,139
77801,5664,5565.2,5442,135
77802,5585,5565.12,5442,141
77803,5541,5565.38,5442,143
77804,5616,5565.42,5442,138
77805,5544,5565.66,5442,155
77806,5554,5566.7,5442,139
77807,5581,5567.8,5442,143
77808,5568,5567.58,5442,147
77809,5549,5566.6,5442,151
77810,5584,5568.18,5442,136
77811,5555,5568.96,5442,152
77812,5521,5568.6,5442,141
77813,5638,5569.38,5442,137
77814,5510,5568.52,5442,138
77815,5594,5569.28,5442,143
77816,5629,5569.94,5442,150
77817,5534,5569.28,5442,159
77818,5650,5571.2,5442,139
77819,5639,5573.16,5442,136
77820,5494,5570.36,5442,145
77821,5532,5569.88,5442,140
77822,5543,5569.38,5442,150
77823,5589,5568.74,5442,134
77824,5582,5569.42,5442,141
77825,5570,5568.92,5442,141
77826,5517,5568.48,5442,141
77827,5574,5566.7,5442,143
77828,5538,5567.22,5442,138
77829,5530,5567.1,5442,143
77830,5494,5563.82,5442,146
77831,5530,5564.06,5442,138
77832,5563,5564.14,5442,143
77833,5595,5565.2,5442,155
77834,5540,5563.86,5442,147
77835,5577,5565.5,5442,139
77836,5490,5564.64,5442,143
77837,5532,5565.02,5442,146
77838,5526,5563.84,5442,144
77839,5511,5563.6,5442,134
77840,5618,5564.8,5442,135
77841,5529,5564.26,5442,151
77842,5534,5561.24,5442,154
77843,5500,5559.46,5442,153
77844,5624,5561.26,5442,134
77845,5526,5562.76,5442,141
77846,5530,5561.46,5442,145
77847,5519,5561.04,5442,139
77848,5545,5559.66,5442,136
77849,5593,5559.58,5442,130
77850,5576,5559.54,5442,148
77851,5464,5555.54,5442,136
77852,5543,5554.7,5442,136
77853,5610,5556.08,5442,148
77854,5558,5554.92,5442,155
77855,5538,5554.8,5442,147
77856,5512,5553.96,5442,150
77857,5537,5553.08,5442,143
77858,5547,5552.66,5442,142
77859,5575,5553.18,5442,141
77860,5626,5554.02,5442,143
77861,5603,5554.98,5442,141
77862,5548,5555.52,5442,143
77863,5605,5554.86,5442,140
77864,5564,5555.94,5442,140
77865,5540,5554.86,5442,145
77866,5568,5553.64,5442,143
77867,5509,5553.14,5442,146
77868,5563,5551.4,5442,144
77869,5569,5550,5442,154
77870,5547,5551.06,5442,146
77871,5521,5550.84,5442,133
77872,5546,5550.9,5442,133
77873,5561,5550.34,5442,142
77874,5659,5551.88,5442,140
77875,5592,5552.32,5442,140
77876,5567,5553.32,5442,145
77877,5550,5552.84,5442,141
77878,5559,5553.26,5442,153
77879,5531,5553.28,5442,136
77880,5526,5553.92,5442,150
77881,5527,5553.86,5442,140
77882,5518,5552.96,5442,130
77883,5562,5552.3,5442,145
77884,5564,5552.78,5442,141
77885,5571,5552.66,5442,150
77886,5565,5554.16,5442,151
77887,5531,5554.14,5442,141
77888,5509,5553.8,5442,146
77889,5541,5554.4,5442,145
77890,5613,5554.3,5442,139
77891,5530,5554.32,5442,139
77892,5580,5555.24,5442,142
77893,5573,5556.7,5442,144
77894,5595,5556.12,5442,146
77895,5529,5556.18,5442,142
77896,5607,5557.72,5442,143
77897,5525,5557.84,5442,163
77898,5545,5557.84,5442,142
77899,5492,5555.82,5442,153
77900,5477,5553.84,5442,147
77901,5564,5555.84,5442,139
77902,5507,5555.12,5442,146
77903,5530,5553.52,5442,150
77904,5523,5552.82,5442,141
77905,5539,5552.84,5442,141
77906,5531,5553.22,5442,137
77907,5576,5554,5442,131
77908,5578,5554.62,5442,137
77909,5531,5553.74,5442,143
77910,5554,5552.3,5442,137
77911,5631,5552.86,5442,142
77912,5549,5552.88,5442,144
77913,5599,5552.76,5442,141
77914,5545,5552.38,5442,151
77915,5536,5552.3,5442,133
77916,5546,5551.86,5442,143
77917,5527,5552.22,5442,146
77918,5557,5552.1,5442,151
77919,5581,5552.34,5442,135
77920,5557,5552.54,5442,146
77921,5497,5552.06,5442,141
77922,5577,5552.68,5442,150
77923,5570,5552.86,5442,142
77924,5562,5550.92,5442,138
77925,5532,5549.72,5442,147
77926,5464,5547.66,5442,150
77927,5479,5546.24,5442,141
77928,5601,5547.08,5442,135
77929,5569,5547.84,5442,137
77930,5572,5548.76,5442,132
77931,5600,5550.22,5442,142
77932,5585,5551.56,5442,148
77933,5568,5551.68,5442,135
77934,5525,5550.9,5442,133
77935,5584,5551.16,5442,139
77936,5540,5550.66,5442,138
77937,5524,5550.52,5442,141
77938,5478,5549.9,5442,140
77939,5558,5550.24,5442,139
77940,5630,5550.58,5442,159
77941,5494,5549.86,5442,142
77942,5554,5549.34,5442,131
77943,5494,5547.76,5442,146
77944,5583,5547.52,5442,133
77945,5502,5546.98,5442,152
77946,5592,5546.68,5442,137
77947,5568,5547.54,5442,164
77948,5570,5548.04,5442,131
77949,5487,5547.94,5442,150
77950,5548,5549.36,5442,148
77951,5533,5548.74,5442,145
77952,5554,5549.68,5442,142
77953,5520,5549.48,5442,142
77954,5520,5549.42,5442,126
77955,5501,5548.66,5442,135
77956,5493,5547.9,5442,145
77957,5565,5547.68,5442,135
77958,5552,5547.16,5442,134
77959,5513,5546.8,5442,140
77960,5601,5547.74,5442,141
77961,5648,5548.08,5442,131
77962,5556,5548.22,5442,145
77963,5551,5547.26,5442,140
77964,5555,5547.46,5442,135
77965,5519,5547.12,5442,149
77966,5561,5547.42,5442,144
77967,5552,5547.92,5442,149
77968,5525,5547.28,5442,153
77969,5512,5545.9,5442,145
77970,5601,5546.78,5442,145
77971,5587,5548.58,5442,151
77972,5571,5548.46,5442,143
77973,5529,5547.64,5442,138
77974,5535,5547.1,5442,140
77975,5506,5546.58,5442,132
77976,5569,5548.68,5442,143
77977,5505,5549.2,5442,128
77978,5504,5547.26,5442,146
77979,5483,5545.54,5442,148
77980,5615,5546.4,5442,138
77981,5535,5545.1,5442,145
77982,5543,5544.26,5442,146
77983,5538,5543.66,5442,135
77984,5674,5546.64,5442,144
77985,5552,5546,5442,138
77986,5558,5546.36,5442,153
77987,5517,5546.22,5442,146
77988,5509,5546.84,5442,129
77989,5636,5548.4,5442,142
77990,5571,5547.22,5442,143
77991,5562,5548.58,5442,142
77992,5535,5548.2,5442,134
77993,5556,5549.44,5442,151
77994,5547,5548.72,5442,154
77995,5522,5549.12,5442,139
77996,5567,5548.62,5442,146
77997,5575,5548.76,5442,152
77998,5620,5549.76,5442,136
77999,5497,5549.96,5442,133
78000,5521,5549.42,5442,133
78001,5481,5548.38,5442,144
78002,5527,5547.84,5442,148
78003,5599,5549.42,5442,133
78004,5555,5550.12,5442,144
78005,5513,5550.36,5442,134
78006,5593,5552.36,5442,150
78007,5502,5551.1,5442,135
78008,5508,5550.22,5442,147
78009,5530,5550.56,5442,140
78010,5516,5548.86,5442,155
78011,5522,5546.34,5442,151
78012,5530,5545.82,5442,142
78013,5520,5545.2,5442,141
78014,5516,5544.42,5442,146
78015,5562,5545.28,5442,157
78016,5483,5543.72,5442,138
78017,5545,5543.58,5442,148
78018,5583,5544.74,5442,136
78019,5583,5546.16,5442,136
78020,5525,5544.64,5442,143
78021,5577,5544.44,5442,149
78022,5554,5544.1,5442,139
78023,5506,5543.64,5442,132
78024,5521,5543.36,5442,150
78025,5557,5544.38,5442,138
78026,5581,5544.62,5442,135
78027,5588,5546.28,5442,145
78028,5586,5547.92,5442,144
78029,5508,5548.42,5442,143
78030,5580,5547.72,5442,151
78031,5502,5547.06,5442,143
78032,5637,5548.94,5442,140
78033,5530,5548.78,5442,133
78034,5581,5546.92,5442,140
78035,5632,5548.52,5442,145
78036,5545,5548.26,5442,145
78037,5542,5548.76,5442,141
78038,5551,5549.6,5442,145
78039,5624,5549.36,5442,136
78040,5517,5548.28,5442,148
78041,5598,5549,5442,145
78042,5543,5549.16,5442,143
78043,5534,5548.72,5442,142
78044,5549,5548.76,5442,146
78045,5594,5550.2,5442,141
78046,5569,5550.24,5442,151
78047,5500,5548.74,5442,134
78048,5568,5547.7,5442,151
78049,5527,5548.3,5442,134
78050,5535,5548.58,5442,136
78051,5582,5550.6,5442,141
78052,5533,5550.72,5442,148
78053,5484,5548.42,5442,140
78054,5524,5547.8,5442,128
78055,5528,5548.1,5442,149
78056,5641,5549.06,5442,154
78057,5565,5550.32,5442,153
78058,5584,5551.84,5442,148
78059,5508,5551.4,5442,137
78060,5561,5552.3,5442,148
78061,5543,5552.72,5442,149
78062,5542,5552.96,5442,157
78063,5554,5553.64,5442,147
78064,5533,5553.98,5442,148
78065,5518,5553.1,5442,140
78066,5631,5556.06,5442,145
78067,5552,5556.2,5442,155
78068,5543,5555.4,5442,148
78069,5505,5553.84,5442,156
78070,5531,5553.96,5442,135
78071,5566,5553.74,5442,145
78072,5510,5552.86,5442,140
78073,5549,5553.72,5442,142
78074,5539,5554.08,5442,159
78075,5560,5554.14,5442,145
78076,5566,5553.84,5442,143
78077,5526,5552.6,5442,146
78078,5550,5551.88,5442,144
78079,5568,5553.08,5442,140
78080,5579,5553.06,5442,144
78081,5532,5553.66,5442,138
78082,5525,5551.42,5442,138
78083,5537,5551.56,5442,141
78084,5538,5550.7,5442,144
78085,5580,5549.66,5442,147
78086,5582,5550.4,5442,139
78087,5525,5550.06,5442,139
78088,5596,5550.96,5442,134
78089,5565,5549.78,5442,132
78090,5560,5550.64,5442,139
78091,5489,5548.46,5442,155
78092,5588,5549.36,5442,139
78093,5561,5549.9,5442,138
78094,5485,5548.62,5442,145
78095,5566,5548.06,5442,145
78096,5539,5547.46,5442,152
78097,5518,5547.82,5442,137
78098,5613,5548.72,5442,153
78099,5528,5548.74,5442,137
78100,5529,5548.62,5442,145
78101,5527,5547.52,5442,152
78102,5520,5547.26,5442,138
78103,5518,5547.94,5442,157
78104,5573,5548.92,5442,139
78105,5577,5549.9,5442,147
78106,5553,5548.14,5442,146
78107,5496,5546.76,5442,137
78108,5525,5545.58,5442,137
78109,5530,5546.02,5442,143
78110,5579,5546.38,5442,133
78111,5515,5545.82,5442,149
78112,5607,5547.12,5442,143
78113,5531,5546.66,5442,141
78114,5557,5547.14,5442,137
78115,5595,5548.68,5442,138
78116,5549,5547.04,5442,144
78117,5489,5545.78,5442,141
78118,5549,5545.9,5442,143
78119,5550,5546.8,5442,145
78120,5567,5547.52,5442,142
78121,5533,5546.86,5442,137
78122,5520,5547.06,5442,150
78123,5499,5546.06,5442,144
78124,5575,5546.78,5442,140
78125,5599,5547.56,5442,144
78126,5575,5547.74,5442,144
78127,5520,5547.62,5442,143
78128,5552,5547.66,5442,133
78129,5474,5545.78,5442,145
78130,5510,5544.4,5442,153
78131,5490,5543.56,5442,134
78132,5554,5544.14,5442,139
78133,5628,5545.96,5442,153
78134,5620,5547.6,5442,156
78135,5623,5548.46,5442,144
78136,5575,5548.32,5442,141
78137,5558,5548.98,5442,140
78138,5521,5547.48,5442,142
78139,5574,5547.66,5442,155
78140,5527,5547,5442,140
78141,5558,5548.38,5442,141
78142,5518,5546.98,5442,141
78143,5563,5547.02,5442,156
78144,5560,5548.52,5442,146
78145,5570,5548.6,5442,139
78146,5502,5547.86,5442,144
78147,5514,5547.78,5442,142
78148,5570,5546.92,5442,139
78149,5533,5547.02,5442,148
78150,5527,5546.98,5442,150
78151,5553,5547.5,5442,142
78152,5563,5548.36,5442,132
78153,5616,5550.32,5442,136
78154,5546,5549.78,5442,143
78155,5585,5549.94,5442,149
78156,5505,5548.98,5442,133
78157,5536,5549.78,5442,136
78158,5605,5551.38,5442,144
78159,5534,5551.46,5442,145
78160,5576,5551.4,5442,143
78161,5604,5553.18,5442,133
78162,5564,5552.32,5442,139
78163,5563,5552.96,5442,150
78164,5582,5553.46,5442,137
78165,5552,5552.6,5442,146
78166,5540,5552.42,5442,139
78167,5599,5554.62,5442,132
78168,5541,5554.46,5442,144
78169,5484,5553.14,5442,135
78170,5518,5552.16,5442,149
78171,5549,5552.48,5442,134
78172,5534,5552.76,5442,139
78173,5560,5553.98,5442,154
78174,5549,5553.46,5442,143
78175,5471,5550.9,5442,139
78176,5544,5550.28,5442,137
78177,5507,5550.02,5442,146
78178,5571,5550.4,5442,145
78179,5502,5550.96,5442,147
78180,5563,5552.02,5442,149
78181,5662,5555.46,5442,152
78182,5510,5554.58,5442,151
78183,5462,5551.26,5442,145
78184,5553,5549.92,5442,138
78185,5490,5547.26,5442,143
78186,5523,5546.22,5442,146
78187,5575,5546.56,5442,136
78188,5578,5547.7,5442,150
78189,5483,5545.88,5442,141
78190,5536,5546.06,5442,142
78191,5549,5545.88,5442,142
78192,5510,5545.72,5442,136
78193,5578,5546.02,5442,154
78194,5520,5545.22,5442,146
78195,5553,5544.88,5442,140
78196,5707,5548.98,5442,147
78197,5501,5548.72,5442,146
78198,5493,5547.18,5442,135
78199,5501,5546.54,5442,147
78200,5571,5547.42,5442,150
78201,5525,5546.86,5442,147
78202,5555,5546.7,5442,144
78203,5557,5545.52,5442,142
78204,5531,5545.22,5442,141
78205,5539,5544.3,5442,139
78206,5526,5544.72,5442,130
78207,5599,5545.98,5442,139
78208,5551,5544.9,5442,143
78209,5587,5545.96,5442,134
78210,5660,5547.64,5442,149
78211,5505,5545.66,5442,143
78212,5586,5546.1,5442,137
78213,5461,5544.06,5442,146
78214,5597,5544.36,5442,138
78215,5548,5544.28,5442,153
78216,5631,5546.1,5442,139
78217,5508,5544.28,5442,154
78218,5563,5544.72,5442,140
78219,5532,5545.68,5442,127
78220,5517,5545.66,5442,146
78221,5560,5545.88,5442,144
78222,5538,5545.96,5442,139
78223,5492,5544.6,5442,130
78224,5515,5543.92,5442,136
78225,5514,5544.78,5442,139
78226,5487,5543.64,5442,145
78227,5537,5544.24,5442,144
78228,5533,5543.48,5442,144
78229,5554,5544.52,5442,144
78230,5540,5544.06,5442,143
78231,5485,5540.52,5442,142
78232,5584,5542,5442,143
78233,5583,5544.42,5442,130
78234,5642,5546.2,5442,148
78235,5583,5548.06,5442,138
78236,5608,5549.76,5442,147
78237,5646,5551.18,5442,144
78238,5514,5549.9,5442,142
78239,5556,5551.36,5442,146
78240,5658,5553.8,5442,135
