Combo,Score
ALA-LLL-MMA,-0.0012290187099528924
AAM-AAM-MAL,-0.0012662924158052574
ALA-MLL-MMM,-0.0012755776536669651
AAA-ALA-MLL,-0.0012888970683737214
ALA-ALA-MML,-0.0012930348290281556
AAA-ALL-MML,-0.0013594881434628285
AAA-MLL-MML,-0.0014002645935512277
AAA-LLL-MML,-0.001584144451833614
AAM-ALA-LLL,-0.0016209528661798019
ALA-LLL-MMM,-0.0017372000475229148
MAL-MMM-MMM,-0.0020287067756632584
AAM-MAL-MMA,-0.002076834801394574
AAA-ALA-ALL,-0.0021213127693828953
AAA-AAA-MAL,-0.0022499477513661117
AAA-MAL-MMA,-0.0027869342656494985
AAM-MAL-MMM,-0.0028656948010161586
MLL-MMA-MMA,-0.00289336398981094
MAL-MMA-MMM,-0.002919825054469633
AAA-ALA-LLL,-0.0029381262218279467
AAM-AAM-MLL,-0.0030190163233795356
AAA-AAM-MAL,-0.00303695551606802
ALL-MMA-MMA,-0.003179100202453535
AAA-MAL-MMM,-0.0035855841990282554
AAM-AAM-ALL,-0.0036492909215179873
AAM-MML-MML,-0.004439669785611654
MMA-MML-MML,-0.004580923976355524
MLL-MMM-MMM,-0.004621022326831789
LLL-MMA-MMA,-0.004897111081066799
AAM-MLL-MMA,-0.004943037449031233
AAM-AAM-LLL,-0.004979468210054428
ALA-ALA-MMA,-0.004984250852901767
AAM-ALL-MMA,-0.005184220567814242
ALL-MMM-MMM,-0.005348534992774371
AAA-AAA-MLL,-0.005628747910331314
MML-MML-MMM,-0.005750476017551299
AAA-MML-MML,-0.005775118178961985
AAM-ALA-ALA,-0.00578048216168489
AAM-MLL-MMM,-0.006012811780962629
AAA-MLL-MMA,-0.0061989396217001815
MLL-MMA-MMM,-0.006344868562223605
AAA-AAA-ALL,-0.006382703670334493
ALA-ALA-MMM,-0.006623756194078079
AAA-AAM-MLL,-0.0067507475620869895
ALL-MMA-MMM,-0.006758749299592242
AAM-ALL-MMM,-0.007024328718760043
AAA-ALA-ALA,-0.007249046313803077
AAA-ALL-MMA,-0.007479713024179302
AAA-MLL-MMM,-0.007555384600213472
LLL,-0.007676083137505847
AAA-AAM-ALL,-0.007725426502457364
MAL-MMA,-0.007932003295907722
AAM-MAL,-0.007942980263545554
MMA-MMA-MMA,-0.007947051945354921
AAM-AAM-AAM,-0.008072724934243564
ALA-MMA-MML,-0.008145912832263463
LLL-MMM-MMM,-0.008216347117818669
AAM-ALA-MML,-0.00842965194954083
AAM-LLL-MMA,-0.008453070939872763
AAA-AAA-LLL,-0.00932917259984739
AAA-ALL-MMM,-0.009748910628853396
LLL-MMA-MMM,-0.00988247856445194
ALA-MML-MMM,-0.009930843806513379
MMA-MMA-MML,-0.010014442766509762
MAL-MMM,-0.010295842214496552
AAA-ALA-MML,-0.010478826554213935
AAM-LLL-MMM,-0.010529695242390419
AAA-LLL-MMA,-0.010554854579865647
AAM-AAM-MML,-0.010850718527539735
ALA-MMA-MMA,-0.011119048446120694
AAA-AAM-LLL,-0.011204730613103616
AAA-MAL,-0.011549430076586892
AAM-AAM-ALA,-0.011584352389221751
AAA-LLL-MMM,-0.013631610319680713
MML-MML,-0.015461047336393965
MLL-MMA,-0.016363751418011493
MMM-MMM-MMM,-0.01696020309638233
AAM-MMA-MML,-0.017104218326700005
MML-MMM-MMM,-0.017152988301660767
AAM-MLL,-0.01762312749984469
ALL-MMA,-0.017906211821260346
ALA-MMM-MMM,-0.018032430750922767
AAA-AAA-MML,-0.01806253476719245
ALA-ALA,-0.018364618975978263
AAM-MMA-MMA,-0.01849138839059505
AAA-AAA-AAA,-0.0185970043256926
AAM-ALA-MMA,-0.0187498419024358
AAM-ALL,-0.01925014768804761
AAM-AAM-MMA,-0.01926009585769883
MLL-MMM,-0.019423060616421267
AAA-AAA-ALA,-0.020089146563370967
AAA-MMA-MML,-0.0205956216845851
AAM-MML-MMM,-0.020962509941519956
MMA-MML-MMM,-0.020967655255899092
AAA-MLL,-0.022128567175759496
ALA-MMA-MMM,-0.02214129786810588
AAA-AAM-MML,-0.02220636854752996
ALL-MMM,-0.022270501558255357
MMA-MMA-MMM,-0.022369770854688997
AAM-AAM-MMM,-0.022685526133419783
AAA-MMA-MMA,-0.023028530941749642
AAA-ALA-MMA,-0.023059710530149567
AAM-ALA-MMM,-0.02306323772647635
AAA-AAM-ALA,-0.02326977794027001
AAA-AAM-AAM,-0.02338093122812829
LLL-MMA,-0.023610247644524917
ALA-MML,-0.02388573039662623
AAM-LLL,-0.024927077467572605
AAA-ALL,-0.025171408121732818
AAA-MML-MMM,-0.02714938383950993
LLL-MMM,-0.028079490579275806
AAA-ALA-MMM,-0.028984500902346354
AAA-LLL,-0.03011030650408905
AAM-MMM-MMM,-0.030119701349660105
MMA-MMM-MMM,-0.030205081503318725
AAA-AAA-MMA,-0.03161795122387544
AAA-AAA-AAM,-0.03176528763260085
AAM-MMA-MMM,-0.03690225790437972
AAA-AAM-MMA,-0.037207324480504976
AAA-MMM-MMM,-0.03821194693615338
AAA-AAA-MMM,-0.039268966457667774
MMA-MML,-0.041857348725583714
AAM-MML,-0.04268920774574407
ALA-MMA,-0.04304659663500057
AAM-ALA,-0.043439712360887346
MMA-MMA,-0.044396851904916636
AAA-MMA-MMM,-0.0451198982410191
AAM-AAM,-0.045183052626166814
AAA-AAM-MMM,-0.04545597511472973
MML-MMM,-0.04641816735697318
ALA-MMM,-0.04743846213890148
AAA-MML,-0.04748377524950856
AAA-ALA,-0.04816112202181737
MML,-0.051382235052858924
AAM-MMA,-0.05201011853440393
ALA,-0.05213511561393634
MMM-MMM,-0.0527961907801928
AAA-AAA,-0.0533686603552448
MMA-MMM,-0.054580542150022296
AAM-MMM,-0.05499863118501125
AAA-MMA,-0.05515487961361143
AAA-AAM,-0.05532865533651134
AAA-MMM,-0.05685615775884967
MMA,-0.05764206634858774
AAM,-0.057966382520208186
MMM,-0.05919078914839042
AAA,-0.05923997576994
